name,product_type,availability,price,original_price,discount_amount,discount_percentage,black_friday_discount,image,reviews_count,rating
"Cargador inalámbrico para Samsung, estación de Carga inalámbrica 3 en 1 para Samsung Galaxy S24 Ultra/S23/S22/Z Flip 6/Z Fold 6, Cargador para Samsung Galaxy Watch 5/4/3, Galaxy Buds 2/Pro/+",smartphone,Available,$759.99,$759.99,$615.62,8.74%,No,https://m.media-amazon.com/images/I/61VSKA16Y9L._AC_UL320_.jpg,"5,590",4.4 de 5 estrellas
WvinYng MRPL 25W Cargador Tipo C con Cable C-C 2M Cargador USB C Carga Rápida de Pared Compatible con Samsung Galaxy S23/S23 Ultra/S23 S22/S22 Ultra/S22 S21/S21 S21 Ultra/S20/S20 Note10/Note10,smartphone,Available,$299.00,$299.00,$615.62,8.74%,No,https://m.media-amazon.com/images/I/519TdmddcXL._AC_UL320_.jpg,"1,269",4.6 de 5 estrellas
"XLDHYLL Cargador Tipo C, 2PCS Cargador USB C de 25W Carga Rapida con Cable Tipo C de 2M para Samsung Galaxy S23 Ultra/S23+/S23/S22 Ultra/ S22+/S22, S21 Ultra/S21/S21 Plus/S20/Note 10 +/Note",smartphone,Available,$199.90,$199.90,$615.62,8.74%,No,https://m.media-amazon.com/images/I/61Di67awGhL._AC_UL320_.jpg,10,4.0 de 5 estrellas
Samsung Galaxy S23 Ultra 12GB_512GB Crema Desbloqueado,smartphone,Available,"$32,999.00","$35,999.00","$3,000.00",8.33%,No,https://m.media-amazon.com/images/I/61rYHSUHoVL._AC_UL320_.jpg,181,4.7 de 5 estrellas
Samsung Galaxy S23+ Plus (5G) 512GB SIM única desbloqueada - Phantom Black (renovado),smartphone,Out of Stock,N/A,0,"$3,000.00",8.33%,No,https://m.media-amazon.com/images/I/510Zms0LUQL._AC_UL320_.jpg,32,4.4 de 5 estrellas
"SAMSUNG Galaxy S23+ 5G S9160 Dual 256GB 8GB RAM, cámara de 50 MP, Desbloqueado de fábrica - Phantom Black (Reacondicionado)",smartphone,Available,"$11,799.00","$11,799.00","$3,000.00",8.33%,No,https://m.media-amazon.com/images/I/518c3bmlouL._AC_UL320_.jpg,4,4.7 de 5 estrellas
"BVILY Cargador Inalámbrico 3 en 1, Estación de Carga Inalámbrica Rapida Compatible con Galaxy S23 Ultra/S22 Ultra/S21/S20/S21 FE/Z Flip 4, Galaxy Watch 5/4/3/Active 2, Galaxy Buds 2/Buds+/Live",smartphone,Available,$799.00,$799.00,"$3,000.00",8.33%,No,https://m.media-amazon.com/images/I/71mSFp2XhTL._AC_UL320_.jpg,26,4.5 de 5 estrellas
"SwanScout Estación de Carga para Samsung S24/Watch Ultra, Cargador Inalámbrico 3 en 1 para Galaxy S24 Ultra/S23/S22/Note 20/Z Flip/Z Fold, Galaxy Watch 7/6/5/4/FE, Galaxy Buds (Sin Adaptador)",smartphone,Available,$645.99,$999.00,$353.01,35.34%,No,https://m.media-amazon.com/images/I/715-3UPioSL._AC_UL320_.jpg,"1,135",4.3 de 5 estrellas
Ringke Fusion Compatible con Funda Samsung Galaxy S23 5G (2023) Carcasa Transparente PC Trasera Dura con Parachoques de TPU Flexible Case - Clear,smartphone,Available,$284.99,$284.99,$353.01,35.34%,No,https://m.media-amazon.com/images/I/71VBXEMjZnL._AC_UL320_.jpg,791,4.4 de 5 estrellas
"Samsung Galaxy S21 5G, versión estadounidense, 128 GB, Phantom Gray - desbloqueado (Reacondicionado)",smartphone,Available,"$5,604.43","$5,604.43",$353.01,35.34%,No,https://m.media-amazon.com/images/I/61XyNdmvr6L._AC_UL320_.jpg,"6,214",4.0 de 5 estrellas
"SAMSUNG EF-GS911TWEGWW Galaxy S23, Blanco, Funda de Silicona",case,Available,$301.25,$331.59,$30.34,9.15%,No,https://m.media-amazon.com/images/I/41oNaJTj4SL._AC_UL320_.jpg,"1,738",4.3 de 5 estrellas
"SAMSUNG Galaxy S23 Ultra 5G SM-S918B/DS 256GB 12GB RAM, cámara de 200 MP, Desbloqueado de fábrica, Cargador inalámbrico NGP Incluido - Phantom Black",smartphone,Out of Stock,N/A,0,$30.34,9.15%,No,https://m.media-amazon.com/images/I/71iBKcLHXFL._AC_UL320_.jpg,"1,063",4.4 de 5 estrellas
SAMSUNG Galaxy S23 Ultra 5G Desbloqueado de fábrica 512GB - Lavanda (reacondicionado),smartphone,Available,"$19,638.71","$19,638.71",$30.34,9.15%,No,https://m.media-amazon.com/images/I/61lyFUc63FL._AC_UL320_.jpg,102,4.4 de 5 estrellas
TUNKARMOR Funda para Samsung Galaxy S23 Case Magnética Integrada - Incluye 2 Protectores de Pantalla [ Compatible con Carga Inalámbrica ] Funda Skin-Touch Samsung Galaxy S23,case,Available,$233.10,$259.00,$25.90,10.00%,No,https://m.media-amazon.com/images/I/61l1XqMZTaL._AC_UL320_.jpg,Precio de lista:,No Rating
"Samsung - Galaxy S21 FE Teléfono celular 5G, smartphone Android desbloqueado de fábrica, 128 GB, pantalla 120 Hz, cámara profesional, batería inteligente para todo el día, grafito (reacondicionado)",smartphone,Available,"$4,997.00","$4,997.00",$25.90,10.00%,No,https://m.media-amazon.com/images/I/616kK0b+d+L._AC_UL320_.jpg,"1,029",3.9 de 5 estrellas
TUNKARMOR Funda para Samsung Galaxy S23 Plus / S23+ Case Magnética Integrada - Incluye 2 Protectores de Pantalla [ Compatible con Carga Inalámbrica ] Funda Skin-Touch Samsung Galaxy S23 Plus,case,Available,$233.10,$259.00,$25.90,10.00%,No,https://m.media-amazon.com/images/I/61l1XqMZTaL._AC_UL320_.jpg,1,5.0 de 5 estrellas
SAMSUNG Galaxy S23 Fe Dual 256 GB 8 Ram Cream,smartphone,Available,"$11,917.08","$13,109.44","$1,192.36",9.10%,No,https://m.media-amazon.com/images/I/71ukK41npyL._AC_UL320_.jpg,27,4.4 de 5 estrellas
"amFilm (2+2 Piezas) OneTouch Compatible con Samsung Galaxy S23 Protector de Pantalla, Mica Cristal Vidrio Templado, y Protectores de Lente de Cámara, Dureza 9H con Kit de Instalación Fácil",smartphone,Available,$239.00,$239.00,"$1,192.36",9.10%,No,https://m.media-amazon.com/images/I/61Jl4vMRCmL._AC_UL320_.jpg,"1,446",4.7 de 5 estrellas
Spigen Funda Case Liquid Air para Samsung Galaxy S23 (2023) - Matte Black,case,Available,$299.99,$299.99,"$1,192.36",9.10%,No,https://m.media-amazon.com/images/I/71vmm8ochuL._AC_UL320_.jpg,"4,647",4.7 de 5 estrellas
"QIKKOP 2 Cargador para Samsung 45W Tipo C, Cargador Carga Rapida con 1M Cable, Cargador USB C para Samsung Galaxy S24 Ultra/S24/S24+/S23 Ultra/S23/S23+/S22/S22 Ultra/S22+/Note10/Note 20/S20/S21",smartphone,Available,$399.00,$399.00,"$1,192.36",9.10%,No,https://m.media-amazon.com/images/I/61JjJBI5JUL._AC_UL320_.jpg,72,4.5 de 5 estrellas
USTIYA Magnética Funda para Samsung Galaxy S23 Plus S23+ Case Matte Acrílico Uso Rudo Protectora de cámara Cover Carcasa Accesorios de Celular con Correa Cordón Negro FGCX,case,Available,$299.00,$299.00,"$1,192.36",9.10%,No,https://m.media-amazon.com/images/I/618OlTuOqbL._AC_UL320_.jpg,Hasta 12 meses de,No Rating
PENGPAI 2x Mica Protector de Pantalla Para Samsung Galaxy S23 Ultra 5G Curvo Hydrogel Película TPU Flexible Fácil Instalación Sin Burbujas Resistente a Arañazos Antihuellas HD Transparente SNM,smartphone,Available,$189.00,$189.00,"$1,192.36",9.10%,No,https://m.media-amazon.com/images/I/71o8qGvj47L._AC_UL320_.jpg,5,4.2 de 5 estrellas
"JETech Protector de Pantalla para Samsung Galaxy S23 5G 6.1 Pulgadas, Mica Cristal Vidrio Templado, Compatible Huellas Dactilares ID, HD Transparente, 3 Unidades",smartphone,Available,$169.14,$199.00,$29.86,15.01%,No,https://m.media-amazon.com/images/I/61xlg9OeaXL._AC_UL320_.jpg,"6,882",4.5 de 5 estrellas
"JETech Protector de Pantalla para Samsung Galaxy S23 5G 6.1 Pulgadas, Mica Cristal Vidrio Templado, Compatible Huellas Dactilares ID, HD Transparente, 3 Unidades",smartphone,Available,$169.14,$199.00,$29.86,15.01%,No,https://m.media-amazon.com/images/I/61xlg9OeaXL._AC_UL320_.jpg,"6,882",4.5 de 5 estrellas
"JETech Protector de Pantalla para Samsung Galaxy S23 5G 6.1 Pulgadas y Protector Lente Cámara, Mica Cristal Vidrio Templado, Compatible Huellas Dactilares ID, HD Transparente, 2 Paquetes Cada Uno",smartphone,Available,$229.00,$229.00,$29.86,15.01%,No,https://m.media-amazon.com/images/I/71PvHLFEVeL._AC_UL320_.jpg,"2,388",4.4 de 5 estrellas
"JETech Protector Pantalla de Privacidad para Samsung Galaxy S23 5G 6.1 Pulgadas y Protector Lente Cámara, Antiespia Mica Cristal Vidrio Templado, Compatible Huellas Dactilares ID, 2 Paquetes Cada Uno",smartphone,Available,$269.00,$269.00,$29.86,15.01%,No,https://m.media-amazon.com/images/I/61jFR9PFQbL._AC_UL320_.jpg,"4,121",4.5 de 5 estrellas
"Samsung Galaxy S22 Ultra, 5G, desbloqueado de fábrica 128GB, SM-S908U1 (reacondicionado) (borgoña)",smartphone,Available,"$9,222.00","$9,222.00",$29.86,15.01%,No,https://m.media-amazon.com/images/I/61bteKquOYL._AC_UL320_.jpg,363,3.7 de 5 estrellas
"Elebase USB C a Tipo C 100W Cable 3Pack 1/2/3M,Long Potencia Entrega Cargando PD Cargador Cordón para MacBook Pro,iPad 10 Air 4 5 Mini 6,iPhone 15,Samsung Galaxy Note S24 S23,A73,Tab S8,Z Flip Fold 5",tablet,Available,$219.00,$219.00,$29.86,15.01%,No,https://m.media-amazon.com/images/I/812CHmAe4fL._AC_UL320_.jpg,862,4.6 de 5 estrellas
"Samsung Galaxy A54 5G Dual Sim 128GB Awesome White 8GB Ram Desbloqueado 6.4"" (Reacondicionado)",smartphone,Available,"$5,290.00","$5,290.00",$29.86,15.01%,No,https://m.media-amazon.com/images/I/51Fav99u+jL._AC_UL320_.jpg,2,3.0 de 5 estrellas
"QYOUTH (2Piezas) Protector de Pantalla mica hidrogel para Samsung Galaxy S22/S23,Película de TPU Cobertura complet, Compatible con Identificación de Huellas Dactilares.… (S22/S23)",smartphone,Available,$219.00,$219.00,$29.86,15.01%,No,https://m.media-amazon.com/images/I/51xsHKDLn6L._AC_UL320_.jpg,13,3.8 de 5 estrellas
"Samsung Galaxy S21 Ultra 5G - Versión de E.E.U.U., 128GB, Negro Fantasma (Reacondicionado)",smartphone,Available,"$7,781.99","$7,781.99",$29.86,15.01%,No,https://m.media-amazon.com/images/I/71A87GtJnoL._AC_UL320_.jpg,"2,056",3.9 de 5 estrellas
